Player,Salary,Season
Joe Chealey,"$77,250 ",2018-19
Joe Chealey,"$163,356 ",2019-20
Jodie Meeks,"$3,290,000 ",2017-18
Jodie Meeks,"$3,774,176 ",2018-19
Joakim Noah,"$17,765,000 ",2017-18
Joakim Noah,"$20,261,172 ",2018-19
Joakim Noah,"$381,360 ",2019-20
Joakim Noah,"$6,431,666 ",2020-21
JJ Redick,"$23,000,000 ",2017-18
JJ Redick,"$12,250,000 ",2018-19
JJ Redick,"$13,486,300 ",2019-20
JJ Redick,"$13,013,700 ",2020-21
Jimmy Butler,"$18,696,918 ",2017-18
Jimmy Butler,"$19,841,627 ",2018-19
Jimmy Butler,"$32,742,000 ",2019-20
Jimmy Butler,"$34,379,100 ",2020-21
Jimmer Fredette,"$198,579 ",2018-19
Jevon Carter,"$838,464 ",2018-19
Jevon Carter,"$1,416,852 ",2019-20
Jevon Carter,"$3,925,000 ",2020-21
Jerryd Bayless,"$9,000,000 ",2017-18
Jerryd Bayless,"$8,575,916 ",2018-19
Jerome Robinson,"$3,050,160 ",2018-19
Jerome Robinson,"$3,567,720 ",2019-20
Jerome Robinson,"$3,737,520 ",2020-21
Jerian Grant,"$1,713,840 ",2017-18
Jerian Grant,"$2,639,313 ",2018-19
Jerian Grant,"$196,288 ",2019-20
Jerian Grant,"$50,000 ",2020-21
Jeremy Lin,"$12,000,000 ",2017-18
Jeremy Lin,"$12,516,746 ",2018-19
Jeremy Lamb,"$7,000,000 ",2017-18
Jeremy Lamb,"$7,000,000 ",2018-19
Jeremy Lamb,"$10,500,000 ",2019-20
Jeremy Lamb,"$10,500,000 ",2020-21
Jeremy Evans,"$154,059 ",2017-18
Jeremiah Martin,"$79,568 ",2019-20
Jeremiah Martin,"$58,452 ",2020-21
Jerami Grant,"$1,524,305 ",2017-18
Jerami Grant,"$8,333,333 ",2018-19
Jerami Grant,"$9,346,153 ",2019-20
Jerami Grant,"$19,050,000 ",2020-21
Jemerrio Jones,"$52,170 ",2018-19
Jeff Withey,"$593,780 ",2017-18
Jeff Teague,"$19,000,000 ",2017-18
Jeff Teague,"$19,000,000 ",2018-19
Jeff Teague,"$19,000,000 ",2019-20
Jeff Teague,"$3,372,826 ",2020-21
Jeff Green,"$2,116,955 ",2017-18
Jeff Green,"$2,393,887 ",2018-19
Jeff Green,"$840,427 ",2019-20
Jeff Green,"$2,564,753 ",2020-21
Jayson Tatum,"$5,645,400 ",2017-18
Jayson Tatum,"$6,700,800 ",2018-19
Jayson Tatum,"$7,830,000 ",2019-20
Jayson Tatum,"$9,897,120 ",2020-21
Jaylen Nowell,"$1,400,000 ",2019-20
Jaylen Nowell,"$1,517,981 ",2020-21
Jaylen Morris,"$198,143 ",2017-18
Jaylen Morris,"$77,250 ",2018-19
Jaylen Johnson,"$87,551 ",2017-18
Jaylen Hoard,"$79,568 ",2019-20
Jaylen Hoard,"$129,209 ",2020-21
Jaylen Brown,"$4,956,480 ",2017-18
Jaylen Brown,"$5,169,960 ",2018-19
Jaylen Brown,"$6,534,829 ",2019-20
Jaylen Brown,"$25,035,118 ",2020-21
Jaylen Adams,"$236,854 ",2018-19
Jaylen Adams,"$163,356 ",2019-20
Jaylen Adams,"$449,115 ",2020-21
Jay Scrubb,"$449,115 ",2020-21
Jaxson Hayes,"$4,862,040 ",2019-20
Jaxson Hayes,"$5,105,160 ",2020-21
Jawun Evans,"$815,615 ",2017-18
Jawun Evans,"$1,455,492 ",2018-19
Javonte Green,"$898,310 ",2019-20
Javonte Green,"$1,517,981 ",2020-21
JaVale McGee,"$2,116,955 ",2017-18
JaVale McGee,"$2,393,887 ",2018-19
JaVale McGee,"$4,000,000 ",2019-20
JaVale McGee,"$4,200,000 ",2020-21
Jason Thompson,"$893,333 ",2017-18
Jason Thompson,"$893,333 ",2018-19
Jason Terry,"$2,328,652 ",2017-18
Jason Smith,"$5,225,000 ",2017-18
Jason Smith,"$5,450,000 ",2018-19
Jarrett Jack,"$2,328,652 ",2017-18
Jarrett Culver,"$5,813,640 ",2019-20
Jarrett Culver,"$6,104,280 ",2020-21
Jarrett Allen,"$1,713,720 ",2017-18
Jarrett Allen,"$2,034,120 ",2018-19
Jarrett Allen,"$2,376,840 ",2019-20
Jarrett Allen,"$3,909,902 ",2020-21
Jarrell Brantley,"$79,568 ",2019-20
Jarrell Brantley,"$510,586 ",2020-21
Jarred Vanderbilt,"$838,464 ",2018-19
Jarred Vanderbilt,"$1,416,852 ",2019-20
Jarred Vanderbilt,"$1,663,861 ",2020-21
Jaron Blossomgame,"$77,250 ",2018-19
Jarnell Stokes,"$77,250 ",2018-19
Jaren Jackson,"$5,922,720 ",2018-19
Jaren Jackson,"$6,927,480 ",2019-20
Jaren Jackson,"$7,257,360 ",2020-21
Jarell Martin,"$1,471,382 ",2017-18
Jarell Martin,"$2,416,221 ",2018-19
Jarell Eddie,"$166,256 ",2017-18
Jared Terrell,"$77,250 ",2018-19
Jared Harper,"$79,568 ",2019-20
Jared Harper,"$520,487 ",2020-21
Jared Dudley,"$10,000,000 ",2017-18
Jared Dudley,"$9,530,000 ",2018-19
Jared Dudley,"$2,564,753 ",2019-20
Jared Dudley,"$2,564,753 ",2020-21
JaMychal Green,"$8,533,333 ",2017-18
JaMychal Green,"$8,066,667 ",2018-19
JaMychal Green,"$4,767,000 ",2019-20
JaMychal Green,"$7,199,760 ",2020-21
Jamil Wilson,"$77,250 ",2017-18
James Young,"$77,250 ",2017-18
James Wiseman,"$8,730,240 ",2020-21
James Webb,"$77,250 ",2017-18
James Nunnally,"$663,255 ",2018-19
James Nunnally,"$107,674 ",2020-21
James Michael McAdoo,"$77,250 ",2017-18
James Johnson,"$13,734,000 ",2017-18
James Johnson,"$14,420,700 ",2018-19
James Johnson,"$15,349,400 ",2019-20
James Johnson,"$16,047,100 ",2020-21
James Harden,"$28,299,399 ",2017-18
James Harden,"$30,570,000 ",2018-19
James Harden,"$38,199,000 ",2019-20
James Harden,"$41,254,920 ",2020-21
James Ennis,"$3,028,410 ",2017-18
James Ennis,"$1,621,415 ",2018-19
James Ennis,"$1,882,867 ",2019-20
James Ennis,"$3,300,000 ",2020-21
Jamel Artis,"$77,250 ",2017-18
Jameer Nelson,"$6,998,920 ",2017-18
Jameel Warney,"$46,079 ",2017-18
Jamal Murray,"$3,355,320 ",2017-18
Jamal Murray,"$3,499,800 ",2018-19
Jamal Murray,"$4,444,746 ",2019-20
Jamal Murray,"$27,285,000 ",2020-21
Jamal Crawford,"$15,270,762 ",2017-18
Jamal Crawford,"$4,698,113 ",2018-19
Jamal Crawford,"$289,803 ",2019-20
Jalen Smith,"$4,245,720 ",2020-21
Jalen McDaniels,"$898,310 ",2019-20
Jalen McDaniels,"$1,517,981 ",2020-21
Jalen Lecque,"$898,310 ",2019-20
Jalen Lecque,"$1,517,981 ",2020-21
Jalen Jones,"$77,250 ",2017-18
Jalen Jones,"$77,250 ",2018-19
Jalen Harris,"$449,115 ",2020-21
Jalen Brunson,"$1,230,000 ",2018-19
Jalen Brunson,"$1,416,852 ",2019-20
Jalen Brunson,"$1,663,861 ",2020-21
Jakob Poeltl,"$2,825,640 ",2017-18
Jakob Poeltl,"$2,947,320 ",2018-19
Jakob Poeltl,"$3,754,885 ",2019-20
Jakob Poeltl,"$8,101,852 ",2020-21
Jake Layman,"$1,312,611 ",2017-18
Jake Layman,"$1,544,951 ",2018-19
Jake Layman,"$3,581,986 ",2019-20
Jake Layman,"$3,761,085 ",2020-21
JaKarr Sampson,"$77,250 ",2017-18
JaKarr Sampson,"$85,457 ",2018-19
JaKarr Sampson,"$1,737,145 ",2019-20
JaKarr Sampson,"$1,882,867 ",2020-21
Jahmi'us Ramsey,"$1,000,000 ",2020-21
Jahlil Okafor,"$4,995,120 ",2017-18
Jahlil Okafor,"$1,567,007 ",2018-19
Jahlil Okafor,"$1,702,486 ",2019-20
Jahlil Okafor,"$1,882,867 ",2020-21
Jae'Sean Tate,"$1,445,697 ",2020-21
Jae Crowder,"$6,796,117 ",2017-18
Jae Crowder,"$7,305,825 ",2018-19
Jae Crowder,"$7,815,533 ",2019-20
Jae Crowder,"$9,258,000 ",2020-21
Jaden McDaniels,"$1,964,760 ",2020-21
Jacob Wiley,"$77,250 ",2017-18
Jacob Pullen,"$77,250 ",2017-18
Jacob Evans,"$1,646,400 ",2018-19
Jacob Evans,"$1,925,880 ",2019-20
Jacob Evans,"$2,017,320 ",2020-21
Jack Cooley,"$77,250 ",2017-18
Jabari Parker,"$6,782,392 ",2017-18
Jabari Parker,"$20,000,000 ",2018-19
Jabari Parker,"$6,500,000 ",2019-20
Jabari Parker,"$6,930,729 ",2020-21
Jabari Bird,"$77,250 ",2017-18
Jabari Bird,"$1,349,383 ",2018-19
Ja Morant,"$8,730,240 ",2019-20
Ja Morant,"$9,166,800 ",2020-21
Ivica Zubac,"$1,312,611 ",2017-18
Ivica Zubac,"$1,544,951 ",2018-19
Ivica Zubac,"$6,481,482 ",2019-20
Ivica Zubac,"$7,000,000 ",2020-21
Ivan Rabb,"$950,000 ",2017-18
Ivan Rabb,"$1,378,242 ",2018-19
Ish Smith,"$6,000,000 ",2017-18
Ish Smith,"$6,000,000 ",2018-19
Ish Smith,"$6,000,000 ",2019-20
Ish Smith,"$6,000,000 ",2020-21
Isaiah Whitehead,"$1,312,611 ",2017-18
Isaiah Whitehead,"$726,390 ",2018-19
Isaiah Thomas,"$6,261,394 ",2017-18
Isaiah Thomas,"$2,029,463 ",2018-19
Isaiah Thomas,"$159,698 ",2020-21
Isaiah Taylor,"$1,312,611 ",2017-18
Isaiah Stewart,"$3,121,080 ",2020-21
Isaiah Roby,"$1,500,000 ",2019-20
Isaiah Roby,"$1,517,981 ",2020-21
Isaiah Joe,"$898,310 ",2020-21
Isaiah Hicks,"$77,250 ",2017-18
Isaiah Hicks,"$77,250 ",2018-19
Isaiah Hartenstein,"$838,464 ",2018-19
Isaiah Hartenstein,"$1,620,564 ",2020-21
Isaiah Canaan,"$1,113,863 ",2017-18
Isaiah Canaan,"$744,671 ",2018-19
Isaiah Briscoe,"$838,464 ",2018-19
Isaac Okoro,"$6,400,920 ",2020-21
Isaac Humphries,"$47,370 ",2018-19
Isaac Bonga,"$1,000,000 ",2018-19
Isaac Bonga,"$1,416,852 ",2019-20
Isaac Bonga,"$1,663,861 ",2020-21
Immanuel Quickley,"$2,105,520 ",2020-21
Iman Shumpert,"$10,337,079 ",2017-18
Iman Shumpert,"$11,011,234 ",2018-19
Iman Shumpert,"$803,044 ",2020-21
Ike Anigbogu,"$950,000 ",2017-18
Ike Anigbogu,"$1,349,383 ",2018-19
Ignas Brazdeikis,"$898,310 ",2019-20
Ignas Brazdeikis,"$1,686,315 ",2020-21
Ian Mahinmi,"$16,000,000 ",2017-18
Ian Mahinmi,"$16,000,000 ",2018-19
Ian Mahinmi,"$15,450,051 ",2019-20
Ian Clark,"$1,577,230 ",2017-18
Ian Clark,"$1,757,429 ",2018-19
Henry Ellenson,"$1,780,800 ",2017-18
Henry Ellenson,"$2,199,311 ",2018-19
Henry Ellenson,"$168,983 ",2020-21
Haywood Highsmith,"$77,250 ",2018-19
Hassan Whiteside,"$23,775,506 ",2017-18
Hassan Whiteside,"$24,434,262 ",2018-19
Hassan Whiteside,"$27,093,018 ",2019-20
Hassan Whiteside,"$2,320,044 ",2020-21
Harry Giles,"$1,859,400 ",2017-18
Harry Giles,"$2,207,040 ",2018-19
Harry Giles,"$2,578,800 ",2019-20
Harry Giles,"$1,620,564 ",2020-21
Harrison Barnes,"$23,112,004 ",2017-18
Harrison Barnes,"$24,107,258 ",2018-19
Harrison Barnes,"$24,147,727 ",2019-20
Harrison Barnes,"$22,215,909 ",2020-21
Hamidou Diallo,"$838,464 ",2018-19
Hamidou Diallo,"$1,416,852 ",2019-20
Hamidou Diallo,"$1,663,861 ",2020-21
Guerschon Yabusele,"$2,247,480 ",2017-18
Guerschon Yabusele,"$2,667,600 ",2018-19
Guerschon Yabusele,"$1,039,080 ",2020-21
Greg Whittington,"$332,252 ",2020-21
Greg Monroe,"$21,384,175 ",2017-18
Greg Monroe,"$2,410,167 ",2018-19
Grayson Allen,"$2,076,960 ",2018-19
Grayson Allen,"$2,429,400 ",2019-20
Grayson Allen,"$2,545,320 ",2020-21
Grant Williams,"$2,379,840 ",2019-20
Grant Williams,"$2,498,760 ",2020-21
Grant Riller,"$449,115 ",2020-21
Gorgui Dieng,"$14,112,360 ",2017-18
Gorgui Dieng,"$15,170,787 ",2018-19
Gorgui Dieng,"$16,229,213 ",2019-20
Gorgui Dieng,"$17,587,688 ",2020-21
Gordon Hayward,"$29,727,900 ",2017-18
Gordon Hayward,"$31,214,295 ",2018-19
Gordon Hayward,"$32,700,690 ",2019-20
Gordon Hayward,"$28,500,000 ",2020-21
Goran Dragić,"$17,000,450 ",2017-18
Goran Dragić,"$18,109,175 ",2018-19
Goran Dragić,"$19,217,900 ",2019-20
Goran Dragić,"$18,000,000 ",2020-21
Goga Bitadze,"$2,816,760 ",2019-20
Goga Bitadze,"$2,957,520 ",2020-21
Glenn Robinson III,"$1,524,305 ",2017-18
Glenn Robinson III,"$4,075,000 ",2018-19
Glenn Robinson III,"$1,882,867 ",2019-20
Glenn Robinson III,"$1,165,322 ",2020-21
Giannis Antetokounmpo,"$22,471,911 ",2017-18
Giannis Antetokounmpo,"$24,157,304 ",2018-19
Giannis Antetokounmpo,"$25,842,697 ",2019-20
Giannis Antetokounmpo,"$27,528,088 ",2020-21
Gian Clavell,"$77,250 ",2017-18
Gerald Henderson,"$1,000,000 ",2017-18
Gerald Green,"$1,381,403 ",2017-18
Gerald Green,"$1,512,601 ",2018-19
Georgios Papagiannis,"$2,486,757 ",2017-18
Georgios Papagiannis,"$2,400,480 ",2018-19
Georges Niang,"$177,250 ",2017-18
Georges Niang,"$1,512,601 ",2018-19
Georges Niang,"$1,645,357 ",2019-20
Georges Niang,"$1,783,557 ",2020-21
George King,"$77,250 ",2018-19
George Hill,"$20,000,000 ",2017-18
George Hill,"$19,000,000 ",2018-19
George Hill,"$10,133,907 ",2019-20
George Hill,"$9,590,602 ",2020-21
Gary Trent,"$838,464 ",2018-19
Gary Trent,"$1,416,852 ",2019-20
Gary Trent,"$1,663,861 ",2020-21
Gary Payton II,"$154,500 ",2017-18
Gary Payton II,"$85,457 ",2018-19
Gary Payton II,"$1,052,909 ",2019-20
Gary Payton II,"$249,864 ",2020-21
Gary Harris,"$2,550,055 ",2017-18
Gary Harris,"$16,517,857 ",2018-19
Gary Harris,"$18,189,286 ",2019-20
Gary Harris,"$19,610,714 ",2020-21
Gary Clark,"$674,122 ",2018-19
Gary Clark,"$718,765 ",2019-20
Gary Clark,"$2,018,458 ",2020-21
Garrison Mathews,"$79,568 ",2019-20
Garrison Mathews,"$688,052 ",2020-21
Garrett Temple,"$8,000,000 ",2017-18
Garrett Temple,"$8,000,000 ",2018-19
Garrett Temple,"$4,767,000 ",2019-20
Garrett Temple,"$4,767,000 ",2020-21
Gabriel Deck,"$3,870,370 ",2020-21
Gabe Vincent,"$79,568 ",2019-20
Gabe Vincent,"$660,750 ",2020-21
Furkan Korkmaz,"$1,465,920 ",2017-18
Furkan Korkmaz,"$1,740,000 ",2018-19
Furkan Korkmaz,"$1,620,564 ",2019-20
Furkan Korkmaz,"$1,762,796 ",2020-21
Freddie Gillespie,"$363,015 ",2020-21
Fred VanVleet,"$1,312,611 ",2017-18
Fred VanVleet,"$8,653,847 ",2018-19
Fred VanVleet,"$9,346,153 ",2019-20
Fred VanVleet,"$21,250,000 ",2020-21
Frank Ntilikina,"$3,501,120 ",2017-18
Frank Ntilikina,"$4,155,720 ",2018-19
Frank Ntilikina,"$4,855,800 ",2019-20
Frank Ntilikina,"$6,176,578 ",2020-21
Frank Mason,"$1,184,385 ",2017-18
Frank Mason,"$1,378,242 ",2018-19
Frank Mason,"$79,568 ",2019-20
Frank Kaminsky,"$2,847,600 ",2017-18
Frank Kaminsky,"$3,627,842 ",2018-19
Frank Kaminsky,"$4,767,000 ",2019-20
Frank Kaminsky,"$1,737,145 ",2020-21
Frank Jackson,"$815,615 ",2017-18
Frank Jackson,"$1,378,242 ",2018-19
Frank Jackson,"$1,618,520 ",2019-20
Frank Jackson,"$699,115 ",2020-21
Festus Ezeli,"$1,000,000 ",2017-18
Facundo Campazzo,"$3,200,000 ",2020-21
Evan Turner,"$17,131,148 ",2017-18
Evan Turner,"$17,868,853 ",2018-19
Evan Turner,"$18,606,556 ",2019-20
Evan Fournier,"$17,000,000 ",2017-18
Evan Fournier,"$17,000,000 ",2018-19
Evan Fournier,"$17,150,000 ",2019-20
Evan Fournier,"$17,150,000 ",2020-21
E'Twaun Moore,"$8,445,024 ",2017-18
E'Twaun Moore,"$8,808,685 ",2018-19
E'Twaun Moore,"$8,664,928 ",2019-20
E'Twaun Moore,"$2,331,593 ",2020-21
Ersan İlyasova,"$6,514,288 ",2017-18
Ersan İlyasova,"$7,000,000 ",2018-19
Ersan İlyasova,"$7,000,000 ",2019-20
Ersan İlyasova,"$1,194,542 ",2020-21
Erik McCree,"$77,250 ",2017-18
Eric Paschall,"$898,310 ",2019-20
Eric Paschall,"$1,517,981 ",2020-21
Eric Moreland,"$1,740,000 ",2017-18
Eric Moreland,"$309,859 ",2018-19
Eric Griffin,"$77,250 ",2017-18
Eric Gordon,"$12,943,020 ",2017-18
Eric Gordon,"$13,500,375 ",2018-19
Eric Gordon,"$14,057,730 ",2019-20
Eric Gordon,"$16,869,267 ",2020-21
Eric Bledsoe,"$14,500,000 ",2017-18
Eric Bledsoe,"$15,000,000 ",2018-19
Eric Bledsoe,"$15,625,000 ",2019-20
Eric Bledsoe,"$16,875,000 ",2020-21
Enes Kanter,"$17,884,176 ",2017-18
Enes Kanter,"$19,264,603 ",2018-19
Enes Kanter,"$4,767,000 ",2019-20
Enes Kanter,"$5,005,350 ",2020-21
Emmanuel Mudiay,"$3,381,480 ",2017-18
Emmanuel Mudiay,"$4,294,479 ",2018-19
Emmanuel Mudiay,"$1,737,145 ",2019-20
Emeka Okafor,"$813,293 ",2017-18
Emanuel Terry,"$94,740 ",2018-19
Elijah Hughes,"$898,310 ",2020-21
Elijah Bryant,"$24,611 ",2020-21
Elie Okobo,"$1,238,464 ",2018-19
Elie Okobo,"$1,416,852 ",2019-20
Elfrid Payton,"$3,332,340 ",2017-18
Elfrid Payton,"$3,000,000 ",2018-19
Elfrid Payton,"$8,000,000 ",2019-20
Elfrid Payton,"$4,767,000 ",2020-21
Ekpe Udoh,"$3,200,000 ",2017-18
Ekpe Udoh,"$3,360,000 ",2018-19
Edmond Sumner,"$77,250 ",2017-18
Edmond Sumner,"$449,794 ",2018-19
Edmond Sumner,"$2,000,000 ",2019-20
Edmond Sumner,"$2,160,000 ",2020-21
Ed Davis,"$6,352,531 ",2017-18
Ed Davis,"$4,449,000 ",2018-19
Ed Davis,"$4,767,000 ",2019-20
Ed Davis,"$5,005,350 ",2020-21
Dzanan Musa,"$1,634,400 ",2018-19
Dzanan Musa,"$1,911,600 ",2019-20
Dzanan Musa,"$2,002,800 ",2020-21
Dylan Windler,"$2,035,800 ",2019-20
Dylan Windler,"$2,137,440 ",2020-21
Dwyane Wade,"$17,878,652 ",2017-18
Dwyane Wade,"$2,393,887 ",2018-19
Dwight Powell,"$9,003,125 ",2017-18
Dwight Powell,"$9,631,250 ",2018-19
Dwight Powell,"$10,259,375 ",2019-20
Dwight Powell,"$11,080,125 ",2020-21
Dwight Howard,"$23,500,000 ",2017-18
Dwight Howard,"$24,256,725 ",2018-19
Dwight Howard,"$2,564,753 ",2019-20
Dwight Howard,"$2,564,753 ",2020-21
Dwight Buycks,"$748,160 ",2017-18
Dwayne Bacon,"$815,615 ",2017-18
Dwayne Bacon,"$1,378,242 ",2018-19
Dwayne Bacon,"$1,618,520 ",2019-20
Dwayne Bacon,"$1,678,854 ",2020-21
Dusty Hannahs,"$47,370 ",2018-19
Duncan Robinson,"$77,250 ",2018-19
Duncan Robinson,"$1,416,852 ",2019-20
Duncan Robinson,"$1,663,861 ",2020-21
Drew Eubanks,"$77,250 ",2018-19
Drew Eubanks,"$79,568 ",2019-20
Drew Eubanks,"$1,620,564 ",2020-21
Draymond Green,"$16,400,000 ",2017-18
Draymond Green,"$17,469,565 ",2018-19
Draymond Green,"$18,539,130 ",2019-20
Draymond Green,"$22,246,956 ",2020-21
Dragan Bender,"$4,468,800 ",2017-18
Dragan Bender,"$4,661,280 ",2018-19
Dragan Bender,"$189,700 ",2019-20
Doug McDermott,"$3,294,994 ",2017-18
Doug McDermott,"$7,333,334 ",2018-19
Doug McDermott,"$7,333,333 ",2019-20
Doug McDermott,"$7,333,333 ",2020-21
Dorian Finney-Smith,"$1,312,611 ",2017-18
Dorian Finney-Smith,"$1,544,951 ",2018-19
Dorian Finney-Smith,"$4,000,000 ",2019-20
Dorian Finney-Smith,"$4,000,000 ",2020-21
Donte Grantham,"$77,250 ",2018-19
Donte DiVincenzo,"$2,484,360 ",2018-19
Donte DiVincenzo,"$2,905,800 ",2019-20
Donte DiVincenzo,"$3,044,160 ",2020-21
Donta Hall,"$101,504 ",2019-20
Donta Hall,"$376,276 ",2020-21
Donovan Mitchell,"$2,621,280 ",2017-18
Donovan Mitchell,"$3,111,480 ",2018-19
Donovan Mitchell,"$3,635,760 ",2019-20
Donovan Mitchell,"$5,195,501 ",2020-21
Donatas Motiejunas,"$99,289 ",2018-19
Domantas Sabonis,"$2,550,000 ",2017-18
Domantas Sabonis,"$2,659,800 ",2018-19
Domantas Sabonis,"$3,529,554 ",2019-20
Domantas Sabonis,"$19,800,000 ",2020-21
DJ Wilson,"$2,135,040 ",2017-18
DJ Wilson,"$2,534,280 ",2018-19
DJ Wilson,"$2,961,120 ",2019-20
DJ Wilson,"$4,548,280 ",2020-21
DJ Stephens,"$77,250 ",2018-19
DJ Augustin,"$7,250,000 ",2017-18
DJ Augustin,"$7,250,000 ",2018-19
DJ Augustin,"$7,250,000 ",2019-20
DJ Augustin,"$6,666,667 ",2020-21
Dirk Nowitzki,"$5,000,000 ",2017-18
Dirk Nowitzki,"$5,000,000 ",2018-19
Dion Waiters,"$12,100,000 ",2017-18
Dion Waiters,"$12,705,000 ",2018-19
Dion Waiters,"$375,385 ",2019-20
Dion Waiters,"$12,650,000 ",2020-21
Dillon Brooks,"$815,615 ",2017-18
Dillon Brooks,"$1,378,242 ",2018-19
Dillon Brooks,"$1,618,520 ",2019-20
Dillon Brooks,"$11,400,000 ",2020-21
Didi Louzada,"$123,056 ",2020-21
Diamond Stone,"$1,312,611 ",2017-18
Deyonta Davis,"$1,312,611 ",2017-18
Deyonta Davis,"$1,741,503 ",2018-19
Dewayne Dedmon,"$6,900,000 ",2017-18
Dewayne Dedmon,"$6,300,000 ",2018-19
Dewayne Dedmon,"$13,333,334 ",2019-20
Dewayne Dedmon,"$3,447,478 ",2020-21
Dewan Hernandez,"$898,310 ",2019-20
Devonte' Graham,"$988,464 ",2018-19
Devonte' Graham,"$1,416,852 ",2019-20
Devonte' Graham,"$1,663,861 ",2020-21
Devontae Cacok,"$79,568 ",2019-20
Devontae Cacok,"$449,115 ",2020-21
Devon Dotson,"$449,115 ",2020-21
Devin Vassell,"$4,033,440 ",2020-21
Devin Robinson,"$77,250 ",2017-18
Devin Robinson,"$77,250 ",2018-19
Devin Harris,"$4,402,546 ",2017-18
Devin Harris,"$2,393,887 ",2018-19
Devin Booker,"$2,319,360 ",2017-18
Devin Booker,"$3,314,365 ",2018-19
Devin Booker,"$27,285,000 ",2019-20
Devin Booker,"$29,467,800 ",2020-21
DeVaughn Akoon-Purcell,"$77,250 ",2018-19
Desmond Bane,"$1,936,440 ",2020-21
Derrick Williams,"$104,059 ",2017-18
Derrick White,"$1,404,600 ",2017-18
Derrick White,"$1,667,160 ",2018-19
Derrick White,"$1,948,080 ",2019-20
Derrick White,"$3,516,284 ",2020-21
Derrick Walton,"$77,250 ",2017-18
Derrick Walton,"$81,678 ",2019-20
Derrick Rose,"$2,533,488 ",2017-18
Derrick Rose,"$2,176,260 ",2018-19
Derrick Rose,"$7,317,074 ",2019-20
Derrick Rose,"$7,682,926 ",2020-21
Derrick Jones,"$462,875 ",2017-18
Derrick Jones,"$1,512,601 ",2018-19
Derrick Jones,"$1,645,357 ",2019-20
Derrick Jones,"$9,258,000 ",2020-21
Derrick Favors,"$12,000,000 ",2017-18
Derrick Favors,"$16,900,000 ",2018-19
Derrick Favors,"$17,650,000 ",2019-20
Derrick Favors,"$9,258,000 ",2020-21
Deron Williams,"$5,474,787 ",2017-18
Deron Williams,"$5,474,787 ",2018-19
Deonte Burton,"$500,000 ",2018-19
Deonte Burton,"$1,416,852 ",2019-20
Denzel Valentine,"$2,186,400 ",2017-18
Denzel Valentine,"$2,280,600 ",2018-19
Denzel Valentine,"$3,377,568 ",2019-20
Denzel Valentine,"$4,642,800 ",2020-21
Dennis Smith,"$3,218,280 ",2017-18
Dennis Smith,"$3,819,960 ",2018-19
Dennis Smith,"$4,463,640 ",2019-20
Dennis Smith,"$5,686,677 ",2020-21
Dennis Schröder,"$15,500,000 ",2017-18
Dennis Schröder,"$15,500,000 ",2018-19
Dennis Schröder,"$15,500,000 ",2019-20
Dennis Schröder,"$15,500,000 ",2020-21
Deni Avdija,"$4,469,160 ",2020-21
Deng Adel,"$77,250 ",2018-19
Demetrius Jackson,"$319,266 ",2017-18
Demetrius Jackson,"$170,107 ",2018-19
Demetrius Jackson,"$92,857 ",2020-21
DeMarre Carroll,"$14,800,000 ",2017-18
DeMarre Carroll,"$15,400,000 ",2018-19
DeMarre Carroll,"$7,339,258 ",2019-20
DeMarre Carroll,"$6,119,676 ",2020-21
DeMarcus Cousins,"$18,063,850 ",2017-18
DeMarcus Cousins,"$5,337,000 ",2018-19
DeMarcus Cousins,"$3,500,000 ",2019-20
DeMarcus Cousins,"$3,051,832 ",2020-21
DeMar DeRozan,"$27,739,975 ",2017-18
DeMar DeRozan,"$27,739,975 ",2018-19
DeMar DeRozan,"$27,739,975 ",2019-20
DeMar DeRozan,"$27,739,975 ",2020-21
Delon Wright,"$1,645,200 ",2017-18
Delon Wright,"$2,536,898 ",2018-19
Delon Wright,"$9,473,684 ",2019-20
Delon Wright,"$9,000,000 ",2020-21
Dejounte Murray,"$1,312,611 ",2017-18
Dejounte Murray,"$1,544,951 ",2018-19
Dejounte Murray,"$2,321,735 ",2019-20
Dejounte Murray,"$14,286,000 ",2020-21
Deividas Sirvydis,"$898,310 ",2020-21
De'Anthony Melton,"$949,000 ",2018-19
De'Anthony Melton,"$1,416,852 ",2019-20
De'Anthony Melton,"$9,571,712 ",2020-21
DeAndre Liggins,"$1,505,942 ",2017-18
DeAndre Jordan,"$22,642,350 ",2017-18
DeAndre Jordan,"$22,897,200 ",2018-19
DeAndre Jordan,"$9,881,598 ",2019-20
DeAndre Jordan,"$10,375,678 ",2020-21
De'Andre Hunter,"$7,068,360 ",2019-20
De'Andre Hunter,"$7,422,000 ",2020-21
DeAndre Bembry,"$1,567,200 ",2017-18
DeAndre Bembry,"$1,634,640 ",2018-19
DeAndre Bembry,"$2,603,981 ",2019-20
DeAndre Bembry,"$1,737,145 ",2020-21
Deandre Ayton,"$8,175,840 ",2018-19
Deandre Ayton,"$9,562,920 ",2019-20
Deandre Ayton,"$10,018,200 ",2020-21
Dean Wade,"$375,000 ",2019-20
Dean Wade,"$1,517,981 ",2020-21
De'Aaron Fox,"$4,609,200 ",2017-18
De'Aaron Fox,"$5,470,920 ",2018-19
De'Aaron Fox,"$6,392,760 ",2019-20
De'Aaron Fox,"$8,099,627 ",2020-21
Davon Reed,"$815,615 ",2017-18
Davon Reed,"$752,250 ",2018-19
Dāvis Bertāns,"$1,312,611 ",2017-18
